t1	t2	type
Unless you’ve got some great scheme which nobody else has thought of to completely alleviate poverty, you still have the same question.	You may have more or less of it, the scale may shift, the relativities may shift, but you do have poverty to deal with.	0
It’s actually rather immoral to come up with this kind of structurally derived argument that says, “Your job is really – or our job, collectively – is just to say to people ‘we will not put up with these situations and encourage political action’”.	you have to come up with a moral response to it.	0
their particular problems were entirely resultant of the circumstances in which they found themselves	families don't really have much agency themselves	0
the way people respond, people’s agency, is inevitably in the context of the lives in which they live	KM said nothing of the sort	0
she was helping them manage their resources.	When KM asked the first witness about, what was she doing – teaching people to live with poverty, she said “No”	0
Unless you’ve got some great scheme which nobody else has thought of to completely alleviate poverty, you still have the same question.	this means nothing	0
what you need to do is get in there, intervene in families where there is this misery, and do the best you can.	It’s actually rather immoral to come up with this kind of structurally derived argument that says, “Your job is really – or our job, collectively – is just to say to people ‘we will not put up with these situations and encourage political action’”.	0
It’s actually rather immoral to come up with this kind of structurally derived argument that says, “Your job is really – or our job, collectively – is just to say to people ‘we will not put up with these situations and encourage political action’”.	That surely is the challenge	0
there is no analogy between the way a company would use rewards to push forward good employees and not other employees.	it’s not appropriate to use the market here.	0
there’s a demand of equal concern that the State has for everyone, such that if these interventions are not working for the most needy cases	there is no analogy between the way a company would use rewards to push forward good employees and not other employees.	0
there is no analogy between the way a company would use rewards to push forward good employees and not other employees.	continuing to intervene, not pausing.	0
We’re offering things on a rewards based process, which is if the local government succeeds in achieving its results then it gets more money. If it doesn’t, it won’t.	while we’re bringing the issue of Socialist based arguments in this forum, Alexander would also question the role of market principles in some of the provision of social services here	0
We’re offering things on a rewards based process, which is if the local government succeeds in achieving its results then it gets more money. If it doesn’t, it won’t.	There’s an upfront, and later.	0
Ruth wanted to have some people made guilty for falling short	what we had was a whiff of class war, and a lot of moral displacement	0
There’s a risk that they can be brought up into wonderful families and turn into monsters.	there’s a risk.	0
there’s a risk.	people who grow up in very difficult families don’t run a risk of being difficult themselves	1
This idea that you know, if your mother didn’t love you or you had a terrible background – sometimes the children, the daughters of those families become the most wonderful, careful mothers precisely as a reaction.	My concern is  that we now see people as though they’re going to replicate and reproduce.	0
From the last witness, Alexander Brown, we heard the limits of ultra Libertarianism,	AM had a problem with both of the big ‘isms’ in this argument.	0
AM shouldn't go all ‘Fifty Shades of Grey'	because of his fetish about non- domination there was very little in which he would ever intervene	1
MB's been reviewing it.	MB's been reading it too	1
It’s no excuse	AM shouldn't go all ‘Fifty Shades of Grey'	1
what we had was a whiff of class war, and a lot of moral displacement	AM felt more strongly against that even than Melanie,	0
Ruth wanted to have some people made guilty for falling short	she didn’t want any focus where it really counts for an awful lot of people, which is what’s going on around them.	0
that is really quite  in al this	one generation’s fortunes are rather dependant on how the generation before them treated them	1
that is not quite in all this	that is really quite  in al this	1
people who grow up in very difficult families don’t run a risk of being difficult themselves	that is not quite in all this	2
you’ve got to be careful.	This idea that you know, if your mother didn’t love you or you had a terrible background – sometimes the children, the daughters of those families become the most wonderful, careful mothers precisely as a reaction.	1
the first witness made some very interesting points	CF was trying to cross-examine the first witness, but she actually seemed to be quite concerned about some of the things coming out of the Government	0
if you follow this guide then everything will be alright in the world	We’ll send the experts in	0
they’ll show you how to do it	all will be well	0
we’ve got a set of good practice parents, good practice child rearing,	if you follow this guide then everything will be alright in the world	0
You’re kidding CF	we’ve got a set of good practice parents, good practice child rearing,	1
there’s no chance	You’re kidding CF	0
this is about compassion, social justice, giving these families a chance and no longer writing them off and leaving them on a social scrapheap.	there’s some political rhetoric flying around that CG would not choose to be using.	0
there’s some political rhetoric flying around that CG would not choose to be using.	the concept of shame, stigma and guilt, and responsibility and shame particularly, is / is not useful in this context	2
poverty is the result of social breakdown, not the cause.	These things lead to poverty	2
we have a huge problem with unemployment.	No parent in the family is in work;	0
that’s sometimes related not being in work,	families have low income	0
families have low income	And the family cannot afford a number of food and clothing items.	0
in the sense that poverty doesn’t cause this.	That’s got nothing to do with poverty,	0
what the Government is getting at, is that if child doesn’t go to school, if it’s truanting, it gets into crime, it doesn’t do well at school, it doesn’t achieve, it doesn’t get a job, and so on.	poverty is the cause of multiple disadvantage / poverty is the result of multiple disadvantage	2
what the Government is getting at, is that if child doesn’t go to school, if it’s truanting, it gets into crime, it doesn’t do well at school, it doesn’t achieve, it doesn’t get a job, and so on.	Then that leads to poverty, and not to mention family breakdown.	0
These things lead to poverty	Then that leads to poverty, and not to mention family breakdown.	2
that is what the Government’s trying to get hold of	what the Government is getting at, is that if child doesn’t go to school, if it’s truanting, it gets into crime, it doesn’t do well at school, it doesn’t achieve, it doesn’t get a job, and so on.	2
there are 5 million people on the waiting list for social housing	Family lives in overcrowded housing	0
No parent in the family is in work;	that’s actually coming down as a cohort effect anyway	0
she has been so poorly parented	There are many families, and Louise Casey has this in mind, where for a variety of reasons a lone mother – and it’s usually a lone mother – cannot look after her children properly, doesn’t know how to very often	0
her mother was so poorly parented	she has been so poorly parented	0
MP and RL’re talking here about poor people being moral agents,	they are surely to be presumed to be capable of being helped in a way that allows them to live independent lives.	0
That’s got nothing to do with poverty,	they are surely to be presumed to be capable of being helped in a way that allows them to live independent lives.	0
in the sense that poverty doesn’t cause this.	if one says that poverty is the cause then someone like RL is dooming these people to live in serial disadvantage and pass it down to their children. Which is what RL's side of the argument has done over several decades	0
that’s not true.	if one says that poverty is the cause then someone like RL is dooming these people to live in serial disadvantage and pass it down to their children. Which is what RL's side of the argument has done over several decades	1
The number of people that fall in the category that the 120,000 comes from, has been falling since 2004	that’s not true.	0
As a result of this Government’s policies there will be more children in that situation	that’s not true.	0
As a result of this Government’s policies there will be more children in that situation	It’s estimated 17% more children will fall into that group by 2015	0
they will have experienced a drop of 10% overall in their living standards	It’s very difficult to parent well in those circumstances.	0
it’s much more likely	the factors will lead to this	0
Christian's being deterministic	there’s a danger here that Christian basically cannot see a possibility of breaking this, or people breaking it themselves	0
Christian does not realize that it isn’t necessarily coming from a poor background that determines what happens in the future. Or in fact a wonderful loving family, you can end up as some dissipated wreck, alcoholic millionaire kid	there’s a danger here that Christian basically cannot see a possibility of breaking this, or people breaking it themselves	0
there’s a huge amount of evidence, research, academic anecdotal that says certain factors make it much more likely that you will not exit poverty, or you won’t prevent poverty. Poverty being more than income, by the way	there’s a danger here that Christian basically cannot see a possibility of breaking this, or people breaking it themselves	1
they don’t fit certain characteristics, such as for example, serial fatherlessness.	there are many poor people who are not problematic at all.	0
there are many families bringing up children without fathers very well.	they don’t fit certain characteristics, such as for example, serial fatherlessness.	0
poverty is the driver of events	the Government seems to be targeting only the poor for intervention	0
the problem of family breakdown started with middle class people, like Professor’s of Sociology quite frankly.	not from the direction Professor Levitas’s coming from	0
the reason why we should care about the poor, is because the poor are really the victims of this	the Government seems to be targeting only the poor for intervention	0
the poor are in the most disadvantaged of all positions.	the reason why we should care about the poor, is because the poor are really the victims of this	0
They are left absolutely high and dry,	the poor are in the most disadvantaged of all positions.	0
there are many poor people who are not problematic at all.	We mustn't equate poverty with dysfunction	0
if you look at the figures, fatherlessness, family breakdown, is disproportionately represented in all these social problems. 	they cannot cope with the consequences of this progressive and incremental social family breakdown. 	0
you have to look at personal choices and responsibility, and also the conditions you create around families that lead to those decisions.	It can be both	0
it’s about creating conditions for them to make their own decisions	It’s not coercive at all	0
they might find it coercive.	It’s not coercive at all	1
CG's taking the first notion of what morality is	that’s the distinction	0
CG is not taking the first notion of what morality is	CG's taking the first notion of what morality is	1
the CSJ has for years now looked at social reform across a number of areas	CG is not taking the first notion of what morality is	0
It can be both	that’s the distinction	1
It can provide jobs, build affordable housing, provide decent leisure facilities, not close down libraries or swimming pools and so on	there are many forms of state intervention	0
state intervention only seems to be coercive state intervention in the lives and families of the poor	It can provide jobs, build affordable housing, provide decent leisure facilities, not close down libraries or swimming pools and so on	1
It’s not coercive at all	state intervention only seems to be coercive state intervention in the lives and families of the poor	1
they might not find it coercive	they might find it coercive.	1
they actually want help,	they might not find it coercive	0
they respond well to the framework in which you give them that help.	if you create a structure that says “Make decisions about family structures in a way that you feel benefits you”, but the state gives you a neutral level playing field, that’s a great thing	0
that’s dangerous	“Split up, don’t form couples”	1
Alexander shouldn't be so politically correct	if Melanie's referring to the problem of absent fathers as a source of poverty and deprivation amongst these troubled families, which are really troubling families. If she's talking about that, then of course there’s issues around the justice of a man’s behavior towards a woman which can raise issues of domination	1
Melanie's talking about the de-incentivisation of marriage, on the basis that we can’t possibly talk about marriage as opposed to un-marriage	Melanie's talking about marriage	2
it’s judgemental	Melanie's talking about the de-incentivisation of marriage, on the basis that we can’t possibly talk about marriage as opposed to un-marriage	0
That surely, more than anything else, has driven the phenomenon in which thousands and thousands of children are being brought up in elective fatherless families, and are going potty as a result.	it’s judgemental	0
If Melanie's pointing to the phenomena of multiple or clustered disadvantage, if  Alexander were going to name one form of disadvantage as the key determiner it would be poverty, not lack of marriage	That surely, more than anything else, has driven the phenomenon in which thousands and thousands of children are being brought up in elective fatherless families, and are going potty as a result.	1
evidence shows that those who are in poverty are more likely to be facing all of these other forms of disadvantage	If Melanie's pointing to the phenomena of multiple or clustered disadvantage, if  Alexander were going to name one form of disadvantage as the key determiner it would be poverty, not lack of marriage	0
This is absurd	evidence shows that those who are in poverty are more likely to be facing all of these other forms of disadvantage	1
Evidence shows that lack of marriage leads to poverty	This is absurd	0
Alexander shouldn't assume that poverty drives everything	evidence shows that those who are in poverty are more likely to be facing all of these other forms of disadvantage	1
This is just crude Marxism	Alexander shouldn't assume that poverty drives everything	0
you can get people to effectively adapt to the conditions in which they live	there’s two ways we can look at this	0
the conditions under which people live aren’t conducive to moral flourishing, and therefore what you want to do is challenge those conditions, change them	It’s a social issue, not a moral issue.	0
there is a social responsibility for bringing up children appropriately	Helen doesn't take the second point	0
we’re talking here about families with children	the right to intervene is around well being of children	0
Helen doesn't take the second point	Helen seems to take the first way of looking at this	1
that’s the decider	the right to intervene is around well being of children	0
we’re talking here about families with children	there is a social responsibility for bringing up children appropriately	0
The State can provide information, guidance, and assistance on a voluntary basis.	AB does not want to suggest that there’s no role for the State.	0
it’s the former	the problem that AB has with the State fundamentally that philosophically, that it shouldn’t intervene in the private sphere, in family life, go into people’s homes – which Louise Casey’s proposals would entail / it is that it’s just not very good at it, and therefore it’s just not its role	2
it can if they can get it to the people who need it	The State can provide information, guidance, and assistance on a voluntary basis.	2
otherwise that’s no use.	The State can provide information, guidance, and assistance on a voluntary basis.	2
it depends on what basis you think they need it, and why	otherwise that’s no use.	1
there are cases where families are harming themselves and harming others	it depends on what basis you think they need it, and why	0
One is a kind of rule-based morality, which says, “We will impose standards on people, because that’s how they get better.”	there are two fundamentally different moral approaches to this problem.	0
The other is to say, “Morality is a form of human flourishing, which requires transformation of social conditions.”	That means not simply looking at the individual, but to change the conditions and provide those sorts of conditions.	0
Your agency is going to be destroyed that way	What seems therefore ridiculous is that in order to solve the problem of over dependency on the State in certain families. What they do is, is they parachute in as the State, and usurps people’s moral autonomy	0
CF doesn’t know	Your agency is going to be destroyed that way	1
CF hasn’t tried it yet,	CF doesn’t know	0
You’re just basically told you’re not up to it.	You’ve got no capacity.	0
The thing that is most frustrating is that, and in fact a number of witnesses worried about over dependence on the State.	CL's no more sympathetic to economic determinism, or the idea that poverty creates this than anything else.	0
there’s a morally sapping character to that	The thing that is most frustrating is that, and in fact a number of witnesses worried about over dependence on the State.	0
You’re just basically told you’re not up to it.	if the State actually says that you are incapable of acting out on your lives, without us teaching you, treating you like children – in loco parentis, for the parents in this instance. Then obviously, xxx is what happens to free will then. xxx is what happens to your capacity to act on the world	2
Really horrible things might have happened to them	we all know people who will tell you about some terribly wretched childhood that they’ve had	0
They’ve basically not been fated by that	the whole of their future is not being blighted, even though it might have been a horrible experience	0
that might be breakdown of family, and instability, a welfare system that doesn’t promote work, an education system that doesn’t give you a chance to get a job, debt, alcohol and drugs…	as Centre for social justice's travelled around the poorest parts of the UK, Centre for social justice's seen consistently there are factors that make it much more likely that you will live in poverty and fail to reach potential you have as a human being	0
that might be breakdown of family, and instability, a welfare system that doesn’t promote work, an education system that doesn’t give you a chance to get a job, debt, alcohol and drugs…	Claire would be all for reforming the welfare system and education	0
they’ve overcome them	They’ve basically not been fated by that	0
Christian tries to reform families, not individuals	Christian tries  to reform individuals	1
Christian tries to reform individuals within a family context	Christian tries  to reform individuals	2
that it’s not the job of Government to favour or privilege any one moral view.	if we’re in a Liberal society, as opposed to a Republican society, we might care about the principal of neutrality;	0
The State can never really be neutral though,	It should try to be as neutral as possible between those, except in cases such that people’s chosen morality prevents other people from living their lives.	1
it doesn’t do something that also has an impact on everyone.	The State can never really be neutral though,	0
The State can never really be neutral though,	this whole neutrality position is a bit- just a way of getting out of the question.	0
if one is a Liberal, the principal of neutrality is as good as any other.	this whole neutrality position is a bit- just a way of getting out of the question.	1
It is about a kind of moral responsibility that the State also has, both to the next generation; to children who grew up in a situation which may set them off on a completely wrong track in life, in which people themselves are often rather miserable and trapped?	what AB and AM’re talking about here is non-domination	0
one might have moral judgement about the lives these people are living	that’s a judgment that one might have	2
if we’re in a Liberal society, as opposed to a Republican society, we might care about the principal of neutrality;	one might have moral judgement about the lives these people are living	0
that it’s not the job of Government to favour or privilege any one moral view.	It should try to be as neutral as possible between those, except in cases such that people’s chosen morality prevents other people from living their lives.	0
If we want to live in a Liberal society that is also tolerant, we must have a set of principles that we all digest and understand, that ground and explain, and justify why we behave as we do	It should try to be as neutral as possible between those, except in cases such that people’s chosen morality prevents other people from living their lives.	0
they’re not able to impose the right sort of levels	it is Helen's view that what we have here is a group of people who can’t impose moral standards on their own lives, and need help to impose those standards on their lives	2
within that bracket Helen would certainly put families who are living with very high levels of aggression and violence, who are terrorising communities	they’re not able to impose the right sort of levels	0
there are other families, where actually they do need a great deal of help	it’s right to intervene	0
you can help them get back on their feet and able to parent their children effectively	it’s right to intervene	0
there are other families, where actually they do need a great deal of help	it is Helen's view that what we have here is a group of people who can’t impose moral standards on their own lives, and need help to impose those standards on their lives	2
they are not	Helen is teaching people to live with their poverty, effectively	1
they are teaching people to manage their poverty, but also to look after their children	they are not	0
if I have a child, I have to consider if I can afford the child	what’s really important is that we try and ask people, say on benefits, to start making the same decisions that we expect the people in work have to make	0
my income is likely to drop	if I have a child, I have to consider if I can afford the child	0
there’s no realistic consideration, or real world consideration	that’s where we can start asking the questions	0
anyone’s saying it should be two, or three, and that’s the limit	that’s where we can start asking the questions	0
they have to look at the interests of the child, and to have a debate about the environment in which you bring children into the world	that is not so morally wrong	1
If you look at these things, as anyone in work would look at, if you can’t afford to have children the State should not step in and say “Unconditionally, we will support you if you make the decision to have children you can’t afford”	they have to look at the interests of the child, and to have a debate about the environment in which you bring children into the world	0
what’s really important is that we try and ask people, say on benefits, to start making the same decisions that we expect the people in work have to make	for the State to start telling people whether or not they should have children, however tempting it might be in any individual case, is a very, very dangerous slippery slope	1
Sometimes people just want to have more children, even if they can’t afford them	That’s a very sort of, cost/benefit analysis approach to social policy and family life	0
They’re both trouble to those within their family, particularly their children, and their and those around them	you can see an observable reality, is that families exist who are trouble	0
They’re both trouble to those within their family, particularly their children, and their and those around them	we do have a moral duty to intervene quite robustly in that situation	0
there is a definitional problem here	troubled families / troublesome families is / is not the crux of it	2
These are families with a very wide range of needs	there are high levels of concern over their ability to care for their children	0
there are high levels of concern over their ability to care for their children	These are children  on the threshold of being taken away to live in care	0
they’ve over broadened their remit over recent years	this is not just saying “Social services should do it”	0
they’ve over broadened their remit over recent years	this has somehow changed it to focusing on the individual behaviour	0
they have many more clients that are not as extreme, as the Government would see it	what is happening is that this is a small number of social work clients, 120,000	0
what this initiative is about doing, is to work with these small numbers of families with very complex needs	what is happening is that this is a small number of social work clients, 120,000	0
they have many more clients that are not as extreme, as the Government would see it	Helen would go and work in families’ homes, working alongside them to achieve change, and that change would be around improving the circumstances for their children, and making them safe	0
That’s the definition that the Government is using	Helen and Claire should be clear that Helen and Claire’re talking about 120,000 families	0
These are families with a very wide range of needs	Helen and Claire should be clear that Helen and Claire’re talking about 120,000 families	0
These are children  on the threshold of being taken away to live in care	that’s what social services have a responsibility to deal with	0
they’ve over broadened their remit over recent years	that’s what social services have a responsibility to deal with	0
the debate about whether the State stepping in telling people to have children or not, is not the debate tonight	if a child's brought up into a poor family that's not going to make the family's life worse	0
People have survived that for centuries	if a child’s brought up into a poor family that that’s going to make their life worse?	1
it seems entirely unclear	Claire is nervous	0
there’s certain people you just say, “You shouldn’t have children, you’re not fit to have children”	There is a kind of weeding out unfit parents	0
People talk about abuse at the same time as talking about getting kids to school on time, at the same time as talking about them not eating the right kind of food and not reading to their kids	it seems entirely unclear	0
That seems to be the danger	Claire doesn't want a State – or Helen, to have a kind of normative view of what good parenting is	0
that is really important	we must get back to who these families are and why they are so  dysfunctional	0
it’s not a role of social workers, or any other person, to say that “You should be capped at number 3.”	as part of that programme, Helen would say that Helen does have a remit to ask parents to consider what having another child would mean for them, and to get them to consider the opportunities for contraception	0
the discourse around this that we’ve had, with some of these very hysterical comments from Louise Casey and the Government, are not acceptable	That seems to be the danger	0
we must get back to who these families are and why they are so  dysfunctional	That seems to be the danger	2
as part of that programme, Helen would say that Helen does have a remit to ask parents to consider what having another child would mean for them, and to get them to consider the opportunities for contraception	a situation in which Helen would tell a woman that she shouldn’t have a child, or another child would be xxx	2
there is a very tiny minority of families that fall into that situation	Anne and Ruth agree that there are some troubled families	2
Ruth is not in those cases wholly opposed to family intervention programmes	Ruth would do xxx about it	2
the State has a duty to intervene / it is  wrong to intervene	we’re talking about the general sort of, philosophical underpinning of this.	2
If you take the classic Louise Casey situation: a mother, serially deprived, not been parented herself, can’t look after her child, the child is truanting, the child’s getting into crime, the mother has mental health problems, the mother is abused, non-domination has nothing do with it	a Liberal society has an absolute moral duty to go and help those people, especially the child	0
children can be vulnerable to domination to their parents	the State does have a duty to protect those who are vulnerable to domination	0
There are many different aspects to this,	In MP's long list of ills that are suffered by this family there are some things that would be justifiable grounds and other things that wouldn't be	0
Anne tried to push AB on that	AB talks about neutrality as a principle	0
That’s AB's sort of neutrality	the non judgmental position that the State has taken now for several decades, that lifestyle choice is what it’s all about, we only care about whether the child is poor we don’t care about whether the family is married or not married, and so on. That has actually pushed mass fatherlessness, which has given financial incentives to mass fatherlessness, which has produced untold misery	2
